"identified_name","difference","accepted_name","identified_rank","accepted_rank","accepted_attr","phylum","class","order","family","genus","subgenus_name","subgenus_reso","primary_reso","species_reso","phylum_no","class_no","order_no","family_no","genus_no","subgenus_no","identified_no","accepted_no"
"Arctotherium sp.",NA,"Arctotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium",NA,NA,NA,NA,33815,36651,36905,41301,44307,NA,44307,44307
"Panthera onca",NA,"Panthera onca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,49735,46524
"Smilodon populator",NA,"Smilodon populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51618,51618
"Dusicyon griseus","species not entered","Dusicyon","species","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,41209,41209
"n. gen. Magerictis n. sp. imperialensis",NA,"Magerictis imperialensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Magerictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,96674,97189,NA,97190,97190
"Proputorius sp.",NA,"Proputorius","genus","genus",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Proputorius",NA,NA,NA,NA,33815,36651,36905,NA,41163,NA,41163,41163
"Amphicyoninae indet.",NA,"Amphicyoninae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae",NA,NA,NA,NA,NA,33815,36651,36905,41266,NA,NA,56986,56986
"aff. Aonyx capensis","recombined as","Lutra capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,"aff.",NA,33815,36651,36905,41086,41122,NA,157462,157461
"Genetta sp.",NA,"Genetta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Genetta",NA,NA,NA,NA,33815,36651,36905,40997,41003,NA,41003,41003
"aff. Homotherium problematicus","species not entered","Homotherium","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,"aff.",NA,33815,36651,36905,41045,41056,NA,41056,41056
"Xenocyon lycaonoides",NA,"Xenocyon lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,301921,301921
"Canis variabilis",NA,"Canis variabilis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,475469,399955
"Ursus ex gr. deningeri",NA,"Ursus deningeri","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"ex gr.",33815,36651,36905,41301,41331,NA,376909,376909
"Hyaena brevirostris","recombined as","Pachycrocuta brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,366708,366708
"Panthera cf. tigris",NA,"Panthera tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"cf.",33815,36651,36905,41045,41066,NA,90651,104157
"Felis sp.",NA,"Felis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,41055,41055
"Ursus ex gr. ruscinensis","species not entered","Ursus","species","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"ex gr.",33815,36651,36905,41301,41331,NA,41331,41331
"Mustelidae indet.",NA,"Mustelidae","family","family",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,41086,41086
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Monachinae indet.",NA,"Monachinae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,NA,33815,36651,36905,41186,NA,NA,53274,53274
"Hyaenidae indet.",NA,"Hyaenidae","family","family",NA,"Chordata","Mammalia","Carnivora","Hyaenidae",NA,NA,NA,NA,NA,33815,36651,36905,41020,NA,NA,41020,41020
"Mustelidae indet.",NA,"Mustelidae","family","family",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,41086,41086
"Torolutra ougandanensis","species not entered","Torolutra","species","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Torolutra",NA,NA,NA,NA,33815,36651,36905,41086,375050,NA,375050,375050
"Lutrinae indet.",NA,"Lutrinae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,54982,54982
"Viverridae indet.",NA,"Viverridae","family","family",NA,"Chordata","Mammalia","Carnivora","Viverridae",NA,NA,NA,NA,NA,33815,36651,36905,40997,NA,NA,40997,40997
"Canidae indet.",NA,"Canidae","family","family",NA,"Chordata","Mammalia","Carnivora","Canidae",NA,NA,NA,NA,NA,33815,36651,36905,41189,NA,NA,41189,41189
"cf. Nyctereutes sp.",NA,"Nyctereutes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,"cf.",NA,33815,36651,36905,41189,41225,NA,41225,41225
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Megantereon sp.",NA,"Megantereon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Megantereon",NA,NA,NA,NA,33815,36651,36905,41045,41060,NA,41060,41060
"Ursidae indet.",NA,"Ursidae","family","family",NA,"Chordata","Mammalia","Carnivora","Ursidae",NA,NA,NA,NA,NA,33815,36651,36905,41301,NA,NA,41301,41301
"Agriotherium sp.",NA,"Agriotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriotherium",NA,NA,NA,NA,33815,36651,36905,41301,41303,NA,41303,41303
"Helogale kitafe","species not entered","Helogale","species","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Helogale",NA,NA,NA,NA,33815,36651,36905,199984,41004,NA,41004,41004
"Genetta sp.",NA,"Genetta","genus","genus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Genetta",NA,NA,NA,NA,33815,36651,36905,40997,41003,NA,41003,41003
"Viverra cf. leakeyi",NA,"Viverra leakeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,"cf.",33815,36651,36905,40997,41018,NA,199983,199983
"Herpestes indet.",NA,"Herpestes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes",NA,NA,NA,NA,33815,36651,36905,199984,41005,NA,41005,41005
"Helogale aff. kitafe","species not entered","Helogale","species","genus",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Helogale",NA,NA,NA,"aff.",33815,36651,36905,199984,41004,NA,41004,41004
"Lutrinae indet.",NA,"Lutrinae","subfamily","subfamily",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,54982,54982
"Enhydriodon sp.",NA,"Enhydriodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,NA,33815,36651,36905,41086,36917,NA,36917,36917
"Mellivora aff. benfieldi",NA,"Mellivora benfieldi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mellivora",NA,NA,NA,"aff.",33815,36651,36905,41086,41132,NA,470437,470437
"Plesiogulo aff. monspessulanus",NA,"Plesiogulo monspessulanus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesiogulo",NA,NA,NA,"aff.",33815,36651,36905,41086,41152,NA,470432,470432
"Hyaenictitherium sp.",NA,"Hyaenictitherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictitherium",NA,NA,NA,NA,33815,36651,36905,41020,72177,NA,72177,72177
"Hyaenictis sp.",NA,"Hyaenictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictis",NA,NA,NA,NA,33815,36651,36905,41020,41025,NA,41025,41025
"Machairodus sp.",NA,"Machairodus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,NA,NA,33815,36651,36905,41045,41059,NA,41059,41059
"Dinofelis sp.",NA,"Dinofelis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,41052,41052
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Agriotherium sp.",NA,"Agriotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriotherium",NA,NA,NA,NA,33815,36651,36905,41301,41303,NA,41303,41303
"Hemicyon teilhardi","recombined as","Plithocyon teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Plithocyon",NA,NA,NA,NA,33815,36651,36905,41301,41323,NA,470220,470220
"Amphicyon tairumensis","species not entered","Amphicyon","species","genus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,41271,41271
"Percrocuta tungurensis","species not entered","Percrocuta","species","genus",NA,"Chordata","Mammalia","Carnivora","Percrocutidae","Percrocuta",NA,NA,NA,NA,33815,36651,36905,95348,41032,NA,41032,41032
"Carnivora indet.",NA,"Carnivora","order","order",NA,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,33815,36651,36905,NA,NA,NA,36905,36905
"Canis latrans",NA,"Canis latrans","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,44854,44854
"Ursus americanus",NA,"Ursus americanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,52602,52602
"Mustela nigripes",NA,"Mustela nigripes","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,NA,33815,36651,36905,41086,41139,NA,48860,48860
"Puma concolor",NA,"Puma concolor","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Puma",NA,NA,NA,NA,33815,36651,36905,41045,41073,NA,51265,46513
"Lynx rufus",NA,"Lynx rufus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,47824,46528
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Dusicyon sp.",NA,"Dusicyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,41209,41209
"Procyon sp.",NA,"Procyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Procyon",NA,NA,NA,NA,33815,36651,36905,41249,41262,NA,41262,41262
"Nasua nasua",NA,"Nasua nasua","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Nasua",NA,NA,NA,NA,33815,36651,36905,41249,41257,NA,231412,231411
"Puma concolor",NA,"Puma concolor","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Puma",NA,NA,NA,NA,33815,36651,36905,41045,41073,NA,51265,46513
"Smilodon populator",NA,"Smilodon populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51618,51618
"Canis dirus","recombined as","Aenocyon dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,NA,33815,36651,36905,41189,43787,NA,44837,44837
"Arctodus sp.",NA,"Arctodus","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctodus",NA,NA,NA,NA,33815,36651,36905,41301,41308,NA,41308,41308
"Felis atrox","recombined as","Panthera leo atrox","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,46509,46509
"Lycalopex culpaeus",NA,"Lycalopex culpaeus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,438261,438261
"Arctotherium sp.",NA,"Arctotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium",NA,NA,NA,NA,33815,36651,36905,41301,44307,NA,44307,44307
"Dusicyon avus",NA,"Dusicyon avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,260304,260304
"Pseudalopex gymnocercus",NA,"Pseudalopex gymnocercus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,83739,83739
"Smilodon populator",NA,"Smilodon populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51618,51618
"Theriodictis sp.",NA,"Theriodictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Theriodictis",NA,NA,NA,NA,33815,36651,36905,41189,41245,NA,41245,41245
"Protocyon sp.",NA,"Protocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,41238,41238
"Smilodon sp.",NA,"Smilodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,41079,41079
"Protocyon sp.",NA,"Protocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,41238,41238
"Smilodon sp.",NA,"Smilodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,41079,41079
"Speothos sp.",NA,"Speothos","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Speothos",NA,NA,NA,NA,33815,36651,36905,41189,159112,NA,159112,159112
"Protocyon sp.",NA,"Protocyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,41238,41238
"Felis sp.",NA,"Felis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,41055,41055
"Pseudalopex gymnocercus",NA,"Pseudalopex gymnocercus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,83739,83739
"Pseudalopex griseus",NA,"Pseudalopex griseus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,433171,433171
"Dusicyon avus",NA,"Dusicyon avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,260304,260304
"Arctotherium sp.",NA,"Arctotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium",NA,NA,NA,NA,33815,36651,36905,41301,44307,NA,44307,44307
"Lyncodon patagonicus",NA,"Lyncodon patagonicus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lyncodon",NA,NA,NA,NA,33815,36651,36905,41086,41124,NA,470051,470051
"Lutra platensis","subjective synonym of","Lontra longicaudis longicaudis","species","subspecies",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lontra",NA,NA,NA,NA,33815,36651,36905,41086,41121,NA,233433,242303
"Panthera platensis","species not entered","Panthera","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,41066,41066
"Panthera onca",NA,"Panthera onca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,49735,46524
"Smilodon populator",NA,"Smilodon populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51618,51618
"Protocyon scagliarum",NA,"Protocyon scagliarum","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,433169,433169
"Canis sp.",NA,"Canis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,41198,41198
"Dusicyon sp.",NA,"Dusicyon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,41209,41209
"Smilodontidion riggii","recombined as","Smilodon riggii","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,270462,270462
"Galictis sorgentini","species not entered","Galictis","species","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Galictis",NA,NA,NA,NA,33815,36651,36905,41086,41111,NA,41111,41111
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Mustelidae indet.",NA,"Mustelidae","family","family",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,41086,41086
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Canis latrans",NA,"Canis latrans","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,44854,44854
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Mustelidae indet.",NA,"Mustelidae","family","family",NA,"Chordata","Mammalia","Carnivora","Mustelidae",NA,NA,NA,NA,NA,33815,36651,36905,41086,NA,NA,41086,41086
"Bassariscus astutus",NA,"Bassariscus astutus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,NA,33815,36651,36905,41249,41252,NA,44454,44450
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
"Cerdocyon thous",NA,"Cerdocyon thous","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",NA,NA,NA,NA,33815,36651,36905,41189,41200,NA,232946,232945
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Arctotherium brasiliense","recombined as","Arctotherium (Pararctotherium) brasiliense","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium (Pararctotherium)",NA,NA,NA,NA,33815,36651,36905,41301,44307,41319,182927,182926
"Procyon cancrivorus",NA,"Procyon cancrivorus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Procyon",NA,NA,NA,NA,33815,36651,36905,41249,41262,NA,232926,232925
"Conepatus semistriatus",NA,"Conepatus semistriatus","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Conepatus",NA,NA,NA,NA,33815,36651,36905,104743,41104,NA,232922,232921
"Leopardus pardalis",NA,"Leopardus pardalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,NA,33815,36651,36905,41045,41057,NA,47513,46525
"Leopardus tigrina","species not entered","Leopardus","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,NA,NA,NA,33815,36651,36905,41045,41057,NA,41057,41057
"Herpailurus yagouaroundi","recombined as","Puma yagouaroundi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Puma",NA,NA,NA,NA,33815,36651,36905,41045,41073,NA,46888,46533
"Puma concolor",NA,"Puma concolor","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Puma",NA,NA,NA,NA,33815,36651,36905,41045,41073,NA,51265,46513
"Smilodon populator",NA,"Smilodon populator","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51618,51618
"Canis sp.",NA,"Canis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,41198,41198
"Felidae indet.",NA,"Felidae","family","family",NA,"Chordata","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,33815,36651,36905,41045,NA,NA,41045,41045
